Agency,Sub_County,Neighborhood,Price,link,sq_mtrs,Bedrooms,Bathrooms
Green Knight Properties,Dagoretti North,"Mbaazi, Lavington","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-lavington-3436017,1,1,1
Green Knight Properties,Dagoretti North,"Kindaruma , Kilimani","KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3441580,2,2,2
Green Knight Properties,Dagoretti North,"Mbaazi, Lavington","KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-lavington-3468039,1,1,1
Mambo Properties Enterprise,Dagoretti North,"Dennis Pritt, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3444698,23,3,3
Mambo Properties Enterprise,Dagoretti North,"Laikipia Rd, Kileleshwa","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3454657,12,2,2
Eastwood Consulting Ltd,Westlands,"General Mathenge, General Mathenge","KSh 100,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3421500,3,3,3
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3465104,3,3,3
City Homes Kenya Real Estate,Westlands,"mvuli road, Rhapta Road","KSh 100,000",/listings/furnished-3-bedroom-apartment-for-rent-rhapta-road-3464607,3,3,3
City Homes Kenya Real Estate,Westlands,"Brookside groove, Brookside","KSh 100,000",/listings/furnished-2-bedroom-apartment-for-rent-brookside-3464799,2,2,2
Tysons Limited,Dagoretti North,Kilimani,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3460371,3,3,2
Pam Golding Properties,Westlands,Parklands,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3459786,3,3,
Benford Homes,Nyali,"Nyali, Nyali Area","KSh 100,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3463984,2480,3,4
Origin Homes,Westlands,Thigiri,"KSh 100,000",/listings/1-bedroom-apartment-for-rent-thigiri-3457348,1,1,2
Origin Homes,Dagoretti North,Kilimani,"KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3467087,1,1,1
Sir Francis Marketingconsultants Ltd,Dagoretti North,"Valley Arcade, Lavington","KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3461581,160,3,4
Ogaye Enterprises,Nyali,"Mombasa, Nyali, Nyali Area","KSh 100,000",/listings/furnished-4-bedroom-apartment-for-rent-nyali-area-25428,4,4,4
Buy Rent Shelters,Westlands,"General Mathenge, General Mathenge","KSh 100,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3466605,3,3,3
Yellow Market,Dagoretti North,"Off Othaya Road, Kileleshwa","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3406030,3,3,3
Cloud Real Estate,Westlands,General Mathenge,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-2-3444163,3,3,2
Dmus Realtors,Dagoretti North,"Siaya Road, Kileleshwa","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3462742,3,3,4
Rejima Homes Ltd,Westlands,Westlands Area,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3446354,2,2,
Rejima Homes Ltd,Westlands,Nyari,"KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-nyari-3459987,1,1,
Rescom Ventures Ltd,Dagoretti North,Kileleshwa,"KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3460924,1,1,1
Dunhill Consulting Limited,Dagoretti North,Kileleshwa,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3459780,2,2,
Naftal Properties,Dagoretti North,Kileleshwa,"KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-1-3454183,2,2,
Gerryville Homes,Dagoretti North,Kilimani,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3449569,3,3,
Afrique Properties Limited,Westlands,Nyari,"KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-nyari-3445865,1,1,1
Keensell Ventures,Dagoretti North,"Kileleshwa, Kileleshwa, Kileleshwa","KSh 100,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3462380,2,2,2
Lighthouse Homes Limited,Dagoretti North,Kileleshwa,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3463350,3,3,3
Pmm Properties,Dagoretti North,"Riara road, Riara Road","KSh 100,000",/listings/4-bedroom-apartment-for-rent-riara-road-3462946,4,4,4
Azizi Realtors,Dagoretti North,Lavington,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-lavington-3463933,3,3,2
Ace Realtors Limited,Dagoretti North,"21 03 25, 33 RA, Lavington","KSh 100,000",/listings/4-bedroom-apartment-for-rent-lavington-3464530,186,4,4
J M Mccarthy Properties Ltd,Westlands,Parklands,"KSh 100,000",/listings/3-bedroom-apartment-for-rent-parklands-3441373,3,3,3
Archstone Realtors,Westlands,Nyari,"KSh 100,000",/listings/furnished-1-bedroom-apartment-for-rent-nyari-3458860,1,1,
Dmus Realtors,Dagoretti North,"Lenana road, Kilimani","KSh 100,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468752,3,3,4
Apogee Realty Homes,Dagoretti North,"Wuyi Plaza Galana Road, Kilimani","KSh 102,000",/listings/3-bedroom-apartment-for-rent-kilimani-2-3440771,3,3,2
Absolute Estate Agents,Dagoretti North,"Lenana rd,kilimani, Kilimani","KSh 105,000",/listings/1-bedroom-apartment-for-rent-kilimani-40610,86,1,2
Capstone Properties,Dagoretti North,Kileleshwa,"KSh 105,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3466961,2,2,2
Dunhill Consulting Limited,Westlands,"Sports Road, Rhapta Road","KSh 105,000",/listings/furnished-1-bedroom-apartment-for-rent-rhapta-road-3443344,1,1,1
Coralinternational Ltd,Westlands,Brookside,"KSh 110,000",/listings/2-bedroom-apartment-for-rent-brookside-3455659,2,2,2
Opus Properties,Dagoretti North,Kilimani,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3458119,3,3,
Canaan Properties,Westlands,Rhapta Road,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3468571,3,3,4
Pam Golding Properties,Dagoretti North,Kilimani,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3450302,3,3,3
Kenya Classic Homes,Westlands,"Riverside, Riverside, Riverside","KSh 110,000",/listings/1-bedroom-apartment-for-rent-riverside-2-3439656,167,1,2
Citiscape Valuers And Estate Agents Ltd,Dagoretti North,Kilimani,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3447616,3,3,2
Mambo Properties Enterprise,Dagoretti North,"Kindaruma rd, Kilimani","KSh 110,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3468491,90,1,1
Green Knight Properties,Dagoretti North,"Dennis Sprit, Kilimani","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3395819,220,3,3
Azizi Realtors,Dagoretti North,"KANDARA ROAD, Kileleshwa","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3465061,2500,3,3
Azizi Realtors,Westlands,"Rhapta road, Rhapta Road","KSh 110,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3465290,3,3,4
Prudential Green Ville,Dagoretti North,"lavington, Lavington, Lavington","KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3450743,3,3,2
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3456783,3,3,3
Prudential Green Ville,Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-1-3457367,3,3,3
Sunland Real Estates Limited,Dagoretti North,"KILIMANI, WOOD AVENUE, Kilimani","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3466238,3,3,4
Cura International Limited,Muthaiga,Muthaiga Area,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-muthaiga-area-3438357,3,3,
Wealthlink Realtors Ltd,Roysambu,Kahawa West,"KSh 110,000",/listings/4-bedroom-apartment-for-rent-kahawa-west-3464005,4,4,3
Falcon Sight Properties,Westlands,General Mathenge,"KSh 110,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3466723,2,2,2
Trisums Investments Company Limited,Westlands,Parklands,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-parklands-3465030,3,3,3
Mambo Properties Enterprise,Westlands,"Riverside Drive, Riverside","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-3445243,22,3,3
Kenya Classic Homes,Dagoretti North,Lavington,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-3466225,150,3,4
Azizi Realtors,Westlands,"Riverside Drive, Riverside","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-28652,3,3,3
Canaan Properties,Dagoretti North,Kilimani,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3464936,3,3,4
Canaan Properties,Westlands,Westlands Area,"KSh 110,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3464952,4,4,
Green Knight Properties,Dagoretti North,"Denis sprit , Kitale Lane , Kilimani","KSh 110,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3426209,1,1,1
Green Knight Properties,Westlands,"westlands Avenue , Westlands Area","KSh 110,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3443051,3,3,3
Green Knight Properties,Dagoretti North,"Mbaazi, Lavington","KSh 110,000",/listings/2-bedroom-apartment-for-rent-lavington-3459922,2,2,2
Simkar Group Limited,Westlands,"Westlands, Westlands Area","KSh 110,000",/listings/1-bedroom-apartment-for-rent-westlands-area-3451008,90,1,1
Simkar Group Limited,Dagoretti North,"Riara Road, Riara Road","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riara-road-3463481,3,3,3
Eastwood Consulting Ltd,Dagoretti North,"Siaya Road, Kileleshwa","KSh 110,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3424767,167,2,2
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-2-3456927,3,3,3
Prudential Green Ville,Westlands,"riverside, Riverside, Riverside","KSh 110,000",/listings/4-bedroom-apartment-for-rent-riverside-1-3456928,4,4,3
Prudential Green Ville,Westlands,"riverside, Riverside, Riverside","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-1-3458593,3,3,3
Realty Plus,Dagoretti North,Lavington,"KSh 110,000",/listings/furnished-1-bedroom-apartment-for-rent-lavington-2-3442812,1,1,1
Ring Kenya Ltd,Westlands,Westlands Area,"KSh 110,000",/listings/1-bedroom-apartment-for-rent-westlands-area-1-3445459,1,1,2
Ring Kenya Ltd,Ngong Road,Ngong Road,"KSh 110,000",/listings/6-bedroom-apartment-for-rent-3465186,6,6,6
City Homes Kenya Real Estate,Westlands,"Acacia Drive Off Ruaka Road, Runda","KSh 110,000",/listings/furnished-3-bedroom-apartment-for-rent-runda-3457703,3,3,
Rayalink Properties,Langata,"marist lane, Karen","KSh 110,000",/listings/3-bedroom-apartment-for-rent-karen-3465959,2025,3,3
Absolute Estate Agents,Dagoretti North,"Ring Road Kilimani, Kilimani","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467086,3,3,4
Paradigm Homes,Dagoretti North,"Riara Road, Kilimani","KSh 110,000",/listings/4-bedroom-apartment-for-rent-kilimani-3428134,4,4,3
Yellow Market,Dagoretti North,"Walk To Yaya, Kilimani","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3434530,3,3,4
Symonns Realty,Westlands,"Muthangari Drive, Waiyaki Way","KSh 110,000",/listings/2-bedroom-apartment-for-rent-waiyaki-way-3449773,91,2,2
Capstone Properties,Westlands,Rhapta Road,"KSh 110,000",/listings/1-bedroom-apartment-for-rent-rhapta-road-3467122,1,1,1
Blueline Properties 1023,Westlands,"9 Riverside Garden Close, Riverside Garden Close, Riverside","KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-3457501,3,3,4
Royani Properties Limited,Dagoretti North,"Suguta Road, Kileleshwa","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3468396,3,3,3
Wealthlink Realtors Ltd,Westlands,Riverside,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-3459886,418,3,3
Buy Rent Shelters,Westlands,"General Mathenge, General Mathenge","KSh 110,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3462791,2,2,2
Landmark Top Solutions,Dagoretti North,Lavington,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3409545,180,3,4
Landmark Top Solutions,Westlands,Riverside,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-2-3423122,175,3,4
Landmark Top Solutions,Westlands,Westlands Area,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3435685,160,3,4
Falcon Sight Properties,Westlands,Parklands,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-parklands-2-3443204,242,3,
Ws Properties Limited,Westlands,"Brookside, Westlands Area","KSh 110,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3396912,200,3,3
Afrique Properties Limited,Dagoretti North,Kilimani,"KSh 110,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-1-3456982,3,3,
Splendor Holdings,Dagoretti North,Lavington,"KSh 110,000",/listings/4-bedroom-apartment-for-rent-lavington-3435113,250,4,
Green Knight Properties,Dagoretti North,"Chaka Road , Kilimani","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3395808,220,3,3
Kenya Classic Homes,Dagoretti North,Kilimani,"KSh 110,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3423798,140,2,2
Prudential Green Ville,Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa","KSh 110,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-1-3434197,4,4,3
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468013,3,3,3
Sunland Real Estates Limited,Dagoretti North,"Hurlingham Kilimani, Kilimani","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3466286,3,3,4
El Roi Properties,Westlands,Brookside,"KSh 110,000",/listings/4-bedroom-apartment-for-rent-brookside-3467593,4,4,3
Tysons Limited,Dagoretti North,Kilimani,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3450171,3,3,2
Pam Golding Properties,Westlands,Westlands Area,"KSh 110,000",/listings/1-bedroom-apartment-for-rent-westlands-area-3456306,1,1,
Pam Golding Properties,Westlands,Riverside,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-riverside-3458744,3,3,2
Azizi Realtors,Dagoretti North,Lavington,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-3465211,3,3,2
Royal Properties Market Limited,Westlands,Westlands Area,"KSh 110,000",/listings/1-bedroom-apartment-for-rent-westlands-area-1-3447147,1,1,2
Benford Homes,Nyali,"Nyali, Links, Nyali Area","KSh 110,000",/listings/furnished-3-bedroom-apartment-for-rent-nyali-area-3466214,1842,3,2
Origin Homes,Dagoretti North,Kileleshwa,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3442023,3,3,3
Origin Homes,Dagoretti North,Kilimani,"KSh 110,000",/listings/2-bedroom-apartment-for-rent-kilimani-3462228,2,2,2
Absolute Estate Agents,Dagoretti North,"Kirichwa road, Kilimani","KSh 110,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467079,3,3,5
Buy Rent Shelters,Westlands,"Parklands, Parklands","KSh 110,000",/listings/4-bedroom-apartment-for-rent-parklands-3467473,4,4,4
Yellow Market,Westlands,"Near Sarit Center, Brookside","KSh 110,000",/listings/3-bedroom-apartment-for-rent-brookside-3449096,3,3,2
Yellow Market,Dagoretti North,"N/a, Near Yaya Centre, Kilimani","KSh 110,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3460651,1,1,1
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 110,000",/listings/1-bedroom-apartment-for-rent-westlands-area-2-3454162,163,1,1
Ws Properties Limited,Westlands,"Rhapta Road, Westlands Area","KSh 110,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3397212,180,2,3
Ws Properties Limited,Westlands,"Rhapta Road, Westlands Area","KSh 110,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3397301,170,2,3
Vsb Properties Limited,Westlands,"School Lane, Westlands Area","KSh 110,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3454384,1,1,1
Casapiu Holdings Limited,Westlands,Rhapta Road,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3462019,3,3,4
Casapiu Holdings Limited,Dagoretti North,Lavington,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-3463128,3,3,2
Urban Hut,Dagoretti North,Kilimani,"KSh 110,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3461788,2,2,2
Casapiu Holdings Limited,Westlands,Rhapta Road,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3462019,3,3,4
Casapiu Holdings Limited,Dagoretti North,Lavington,"KSh 110,000",/listings/3-bedroom-apartment-for-rent-lavington-3463128,3,3,2
Afrique Properties Limited,Dagoretti North,Kileleshwa,"KSh 112,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3460817,3,3,3
Ws Properties Limited,Westlands,"2Nd Parklands, Parklands","KSh 112,500",/listings/3-bedroom-apartment-for-rent-parklands-3397128,210,3,3
Coralinternational Ltd,Westlands,"Sports Road, Palm Flats, Westlands Area","KSh 115,000",/listings/3-bedroom-apartment-for-rent-westlands-area-1-3426461,3,3,3
Simkar Group Limited,Dagoretti North,"Riara Road, Riara Road","KSh 115,000",/listings/3-bedroom-apartment-for-rent-riara-road-3409587,223,3,3
Dayfield Agencies,Westlands,Parklands,"KSh 115,000",/listings/3-bedroom-apartment-for-rent-parklands-3463451,3,3,2
Buy Rent Shelters,Westlands,"Westlands, Rhapta Road","KSh 115,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3460758,3,3,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 115,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3464272,3,3,2
Pmc Estates Limited,Westlands,Waiyaki Way,"KSh 115,000",/listings/2-bedroom-apartment-for-rent-waiyaki-way-3448919,2,2,
Dunhill Consulting Limited,Westlands,Parklands,"KSh 115,000",/listings/4-bedroom-apartment-for-rent-parklands-3467984,4,4,
Trisums Investments Company Limited,Dagoretti North,Kilimani,"KSh 115,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468704,3,3,4
Canaan Properties,Westlands,Riverside,"KSh 115,000",/listings/3-bedroom-apartment-for-rent-riverside-3463952,3,3,
Franic Villa Properties,Dagoretti North,"Marcus, Kilimani, Kilimani","KSh 115,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3-3449075,19,1,
Geoscape Global Limited,Westlands,Westlands Area,"KSh 115,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3466691,3,3,3
Royal Properties Market Limited,Dagoretti North,Kilimani,"KSh 115,000",/listings/3-bedroom-apartment-for-rent-kilimani-3434952,3,3,4
Rayalink Properties,Dagoretti North,"Elgoyo marakwet road, Kilimani","KSh 115,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468546,3,3,2
Origin Homes,Dagoretti North,Kilimani,"KSh 115,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3465775,2,2,2
Buy Rent Shelters,Westlands,"Rhapta Rd, Westlands Area","KSh 115,000",/listings/3-bedroom-apartment-for-rent-westlands-area-1-3453208,3,3,3
Buy Rent Shelters,Westlands,"Rhapta Rd , Westlands Area","KSh 115,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3456952,3,3,3
Buy Rent Shelters,Westlands,Westlands Area,"KSh 115,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3458580,3,3,3
Naftal Properties,Dagoretti North,Kileleshwa,"KSh 115,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3465833,3,3,4
Westside Real Estate,Dagoretti North,Kilimani,"KSh 115,000",/listings/3-bedroom-apartment-for-rent-kilimani-3423700,220,3,3
Capstone Properties,Dagoretti North,Kilimani,"KSh 115,000",/listings/3-bedroom-apartment-for-rent-kilimani-3462008,3,3,
Origin Homes,Dagoretti North,Lavington,"KSh 115,000",/listings/4-bedroom-apartment-for-rent-lavington-3465789,4,4,5
Buy Rent Shelters,Westlands,"Rhapta Rd , Rhapta Road","KSh 115,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-1-3454144,3,3,3
Buy Rent Shelters,Westlands,"Sandalwood, Riverside","KSh 115,000",/listings/3-bedroom-apartment-for-rent-riverside-3466081,3,3,3
Buy Rent Shelters,Westlands,"Rhapta Rd, Rhapta Road","KSh 115,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3466233,3,3,3
Fit Property,Dagoretti North,"Laikipia Road, Kileleshwa","KSh 115,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3416102,100,1,1
